Id,Label,tf,ntf,df,idf,nidf,tdf,tf-idf,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Stopwords
12264,february,1961,7.515322351,1580,3.454618158,3.438702489,3098380,25.96256906,310,352,662,1491,1705,3196,4,0.484233,0.495775,0.000465,No
13575,different,4902,6.599133613,3658,2.615126455,2.577871769,17931516,17.25756889,307,440,747,4550,1536,6086,4,0.482207,0.496005,0.000412,No
14801,company,1850,7.573591259,1221,3.71237281,3.700098026,2258850,28.11599427,277,293,570,1456,1339,2795,4,0.481044,0.492409,0.000539,No
1707,three,3386,6.969127615,2806,2.880283024,2.851832685,9501116,20.07305996,331,366,697,2865,1324,4189,4,0.480159,0.493151,0.000437,No
10452,history,1872,7.561235475,1588,3.448938118,3.432931002,2972736,26.07823325,312,290,602,1466,1642,3108,4,0.479627,0.491339,0.000503,No
13948,day,2045,7.472890231,1448,3.541859711,3.527284293,2961160,26.46792884,225,380,605,1752,1744,3496,4,0.484762,0.496686,0.000499,No
8989,lake,1334,7.900594951,633,4.369327862,4.362987934,844422,34.52028965,256,193,449,1071,950,2021,4,0.476678,0.487348,0.000667,No
446,west,3470,6.944622304,2852,2.864022503,2.835098786,9896440,19.88955455,331,324,655,3108,3075,6183,4,0.479938,0.492184,0.000453,No
10606,henry,1182,8.021568979,777,4.164357934,4.156567825,918414,33.40468442,283,192,475,984,1010,1994,4,0.472579,0.48433,0.000617,No
11573,game,2878,7.13168129,1240,3.696931626,3.684464481,3568720,26.3653381,250,322,572,2415,2274,4689,4,0.48188,0.493536,0.00051,No
11995,florida,1124,8.071883147,618,4.393309827,4.387120838,694632,35.46228355,188,266,454,946,860,1806,4,0.478257,0.489874,0.000641,No
9309,june,2105,7.444461431,1704,3.379064577,3.361888245,3586920,25.15531592,278,333,611,1739,1864,3603,4,0.483389,0.494812,0.000475,No
3404,show,2133,7.431247459,1395,3.57914859,3.565110798,2975535,26.59753886,245,371,616,1829,1743,3572,4,0.484074,0.496028,0.000468,No
8567,live,3130,7.047743894,2332,3.065316737,3.041731239,7299160,21.60356731,305,268,573,2588,2783,5371,4,0.480094,0.491231,0.000497,No
10081,illinois,976,8.213069591,565,4.482972553,4.477316702,551440,36.81896555,209,264,473,797,775,1572,4,0.470649,0.484226,0.000602,No
3614,september,2189,7.40533208,1815,3.315957538,3.29765136,3973035,24.55576673,285,325,610,1815,1848,3663,4,0.482495,0.494038,0.000464,No
8229,major,1599,7.719398465,1325,3.630630546,3.617302384,2118675,28.02628386,206,374,580,1445,1022,2467,4,0.478193,0.491864,0.000484,No
16389,body,1915,7.539059276,1217,3.715654191,3.7034199,2330555,28.0125372,243,278,521,1684,1545,3229,4,0.480471,0.491695,0.000529,No
3747,sea,2007,7.492135829,1271,3.672239013,3.659457936,2550897,27.51291348,173,303,476,1740,1658,3398,4,0.480562,0.492235,0.000574,No
16428,blue,860,8.339599788,563,4.486518656,4.480882917,484180,37.41577003,199,245,444,713,632,1345,4,0.477987,0.489273,0.000606,No
7677,michael,603,8.694614981,496,4.613222357,4.608260165,299088,40.11019222,209,176,385,441,378,819,4,0.470449,0.482438,0.000698,No
15803,california,1242,7.972053915,872,4.04900886,4.040260882,1083024,32.27891694,176,263,439,1124,1033,2157,4,0.480536,0.491465,0.00061,No
9315,july,2107,7.443511764,1720,3.369718714,3.352379601,3624040,25.08254089,273,338,611,1758,1832,3590,4,0.482968,0.494606,0.000435,No
10487,him,2695,7.197378694,1838,3.303364981,3.284824532,4953410,23.77556873,223,393,616,1659,2422,4081,4,0.484801,0.496963,0.00043,Yes
106,year,3641,6.896243917,2556,2.973208309,2.947316502,9306396,20.50396971,194,383,577,3504,2887,6391,4,0.48508,0.496977,0.000459,No
8814,left,1420,7.838120027,1194,3.73473399,3.722732498,1695480,29.27329328,293,243,536,1158,1277,2435,4,0.477717,0.489071,0.00049,No
11241,good,1956,7.517875327,1536,3.482861371,3.467392651,3004416,26.18371756,196,413,609,1755,1448,3203,4,0.482968,0.496038,0.000426,No
8227,make,3667,6.889403009,2878,2.854947397,2.82575602,10553626,19.66888319,169,434,603,3293,2882,6175,4,0.483336,0.496681,0.000427,No
746,virginia,1083,8.10904193,520,4.565969473,4.560766062,563160,37.02563791,183,260,443,850,844,1694,4,0.4792,0.490437,0.00058,No
1736,thomas,653,8.614955048,520,4.565969473,4.560766062,339560,39.33562176,220,197,417,511,441,952,4,0.469877,0.482395,0.000608,No
13097,east,3602,6.907287652,2918,2.841144555,2.811541253,10510636,19.6246027,253,353,606,3326,2772,6098,4,0.480627,0.493221,0.000412,No
7873,mean,1781,7.611601894,1603,3.440166132,3.42401675,2854943,26.18517504,79,506,585,1702,1460,3162,4,0.483547,0.498202,0.000425,No
4391,richard,666,8.595242507,520,4.565969473,4.560766062,346320,39.2456149,198,156,354,527,463,990,4,0.46235,0.475879,0.000693,No
14369,country,2943,7.109347429,1975,3.231474607,3.211537573,5812425,22.97367569,211,413,624,2699,2473,5172,4,0.485783,0.498038,0.000393,No
10294,house,1469,7.804195001,1011,3.901103065,3.890951918,1485159,30.44496904,252,225,477,1253,1315,2568,4,0.478606,0.489348,0.000509,No
511,way,2633,7.221032885,2118,3.162043013,3.140656364,5576694,22.83321658,216,257,473,2477,2446,4923,4,0.48107,0.491723,0.000512,No
9031,la,2010,7.490144788,1621,3.42838305,3.41204056,3258210,25.67908543,179,103,282,1763,1263,3026,4,0.43986,0.456542,0.000845,No
2370,such,4683,6.644837968,3722,2.597781847,2.55986266,17430126,17.26183945,701,147,848,1736,4278,6014,4,0.466739,0.479076,0.000281,Yes
10999,guitar,949,8.241123379,474,4.658590963,4.653849836,449826,38.39202289,162,231,393,702,656,1358,4,0.476102,0.48763,0.000606,No
15265,children,1683,7.668198983,1239,3.697738403,3.685281383,2085237,28.35499386,253,326,579,1480,1410,2890,4,0.484325,0.495348,0.000409,No
8630,line,1348,7.890154886,846,4.079278925,4.070793191,1140408,32.18614254,263,210,473,1149,1109,2258,4,0.478322,0.48886,0.000498,No
8748,less,1057,8.133342191,931,3.983539007,3.97419568,984067,32.39948588,166,271,437,877,852,1729,4,0.474309,0.487085,0.000532,No
8441,love,1003,8.185781389,698,4.271579181,4.264584918,700094,34.96621337,216,247,463,877,870,1747,4,0.478786,0.489883,0.000502,No
17843,although,1171,8.030918814,1105,3.81219767,3.8010965,1293955,30.61544999,475,198,673,697,1006,1703,4,0.470238,0.482705,0.000344,No
13889,december,1845,7.576297621,1581,3.453985447,3.438059618,2916945,26.16842172,243,287,530,1557,1584,3141,4,0.481801,0.492822,0.000436,No
17090,b,915,8.253848895,526,4.545036263,4.539722275,481290,37.51404254,235,203,438,707,669,1376,4,0.476,0.487038,0.000525,No
18024,air,1464,7.807604483,881,4.038740658,4.029901887,1289784,31.53288967,263,246,509,1188,1155,2343,4,0.478683,0.489799,0.000451,No
6231,park,1246,7.968838478,684,4.291840367,4.284987073,852264,34.20098265,192,270,462,682,1000,1682,4,0.480914,0.491864,0.000496,No
262,without,1229,7.982576068,1101,3.815824147,3.804763423,1353129,30.46010652,459,223,682,813,753,1566,4,0.460515,0.475692,0.000333,No
12814,england,3426,6.957383498,2351,3.057202236,3.033422188,8054526,21.27012839,238,445,683,3163,2759,5922,4,0.486782,0.499319,0.00033,No
2973,son,1454,7.814458519,1156,3.767077235,3.755460249,1680824,29.43766879,172,226,398,1270,1238,2508,4,0.479096,0.489742,0.000564,No
8671,light,1367,7.876890137,793,4.143975063,4.136023692,1084031,32.6416363,231,279,510,1157,1065,2222,4,0.480159,0.491489,0.000438,No
10215,hurricane,1118,8.077235524,288,5.156837804,5.153963735,321984,41.6529935,228,188,416,942,802,1744,4,0.473575,0.484982,0.000535,No
13922,death,1579,7.731985163,1239,3.697738403,3.685281383,1956381,28.59085847,226,232,458,1425,1423,2848,4,0.479342,0.490043,0.000485,No
2933,sound,977,8.212045525,640,4.358330108,4.351919733,625280,35.79080526,229,194,423,813,775,1588,4,0.477588,0.488043,0.000525,No
11836,found,7804,6.134140476,7164,1.942974521,1.868651145,55907856,11.91847865,299,230,529,7337,7597,14934,4,0.479459,0.49008,0.000418,No
11122,green,912,8.280892187,615,4.398176016,4.392017213,560880,36.42082141,230,239,469,743,705,1448,4,0.47669,0.488221,0.000469,No
8496,london,2023,7.48419534,1255,3.684907433,3.672288397,2538865,27.57856704,200,330,530,1811,1619,3430,4,0.483244,0.494658,0.000408,No
3262,single,1335,7.899845607,958,3.954950506,3.945334613,1278930,31.24349838,138,422,560,1218,1030,2248,4,0.480003,0.494071,0.000371,No
7491,modern,1408,7.846606641,1221,3.71237281,3.700098026,1719168,29.12952914,191,379,570,1228,825,2053,4,0.464321,0.481607,0.000361,No
13589,did,2139,7.428438468,1771,3.340498646,3.322640488,3788169,24.81468865,409,196,605,1746,2065,3811,4,0.477704,0.488174,0.000339,Yes
15167,church,1918,7.537493922,999,3.913043506,3.903013573,1916082,29.49454164,215,281,496,1701,1588,3289,4,0.481736,0.492667,0.000411,No
7326,mother,1313,7.916462303,1013,3.89912678,3.888955429,1330069,30.86729017,178,250,428,1192,1078,2270,4,0.478928,0.490052,0.000472,No
12300,father,1911,7.541150233,1386,3.585621104,3.571674579,2648646,27.03970743,178,323,501,1786,1522,3308,4,0.483165,0.49446,0.000401,No
1474,town,3890,6.830367741,2507,2.992956186,2.967577352,9752230,20.44299138,292,268,560,3482,3450,6932,4,0.481253,0.492076,0.00035,No
5916,person,3377,6.971789157,2169,3.137776773,3.115858752,7324713,21.87591809,175,333,508,3228,2704,5932,4,0.481762,0.493672,0.000379,No
11925,food,1420,7.838120027,924,3.991086213,3.981813538,1312080,31.28261277,267,226,493,1168,1120,2288,4,0.478554,0.489325,0.000389,No
5375,power,1764,7.621192941,1120,3.79871432,3.787461467,1975680,28.95073476,284,267,551,1493,1388,2881,4,0.47964,0.490888,0.000342,No
18232,acid,281,9.458177508,159,5.750894082,5.749312864,44679,54.39297706,72,78,150,221,227,448,4,0.466763,0.477781,0.001243,No
10393,home,1805,7.598216307,1484,3.51730186,3.502361098,2678620,26.72522035,265,218,483,1580,1495,3075,4,0.479122,0.489611,0.000384,No
2872,special,1243,7.971249086,1050,3.863252841,3.852707645,1305150,30.79495068,190,317,507,1128,660,1788,4,0.460037,0.477105,0.000362,No
9535,italian,1069,8.122053266,788,4.150300194,4.142399221,842372,33.70895925,158,237,395,872,669,1541,4,0.46317,0.478043,0.000461,No
6674,october,1990,7.50064226,1673,3.397424583,3.380563566,3329270,25.4828664,276,280,556,1670,1741,3411,4,0.48188,0.492737,0.000324,No
7793,men,1087,8.10535529,806,4.127714542,4.119632128,876122,33.4565929,232,228,460,940,924,1864,4,0.476895,0.488188,0.000385,No
15365,character,1118,8.077235524,798,4.137689687,4.129687917,892164,33.42109412,165,208,373,889,918,1807,4,0.478386,0.488864,0.000464,No
10283,how,2196,7.401684105,1642,3.415519166,3.398963198,3605832,25.28059392,263,242,505,1606,1950,3556,4,0.469678,0.483095,0.000339,Yes
9477,japanese,1267,7.952124997,838,4.088780184,4.080375127,1061746,32.51449111,164,339,503,1023,893,1916,4,0.474169,0.488254,0.000338,No
10498,hill,498,8.8859321,365,4.919900931,4.916254363,181770,43.71790561,168,149,317,395,374,769,4,0.476767,0.486606,0.000525,No
507,we,1314,7.915700978,812,4.120297944,4.112155043,1066968,32.61504647,327,197,524,1062,1225,2287,4,0.461341,0.47587,0.000317,Yes
8870,law,1352,7.887191921,882,4.037606228,4.028757368,1192464,31.84537522,221,216,437,1093,1102,2195,4,0.479135,0.489583,0.000377,No
9834,information,1259,7.958459143,896,4.021857871,4.01286776,1128064,32.00779155,263,187,450,916,1062,1978,4,0.475337,0.486259,0.000358,No
5467,popular,2232,7.385878854,1856,3.293619371,3.27489554,4142592,24.32627366,146,414,560,2065,1737,3802,4,0.481697,0.495155,0.000284,No
10249,human,1355,7.884975444,1004,3.908050984,3.897970547,1360420,30.81488604,227,251,478,1199,802,2001,4,0.472516,0.485372,0.000332,No
5562,point,1196,8.009794243,888,4.030826541,4.021917148,1062048,32.28609122,201,179,380,789,1073,1862,4,0.47764,0.48778,0.000416,No
3560,several,2280,7.364601455,2062,3.18836662,3.16754169,4701360,23.48104945,308,286,594,1895,804,2699,4,0.453769,0.471542,0.000266,No
5303,president,2099,7.447315858,1134,3.7862918,3.774897356,2380266,28.19771096,241,238,479,1779,1902,3681,4,0.478993,0.489888,0.000328,No
3238,site,1268,7.951336042,1034,3.878608229,3.868224713,1311112,30.84011741,168,278,446,1079,988,2067,4,0.479822,0.491231,0.000347,No
4077,said,1801,7.600434832,1476,3.522707279,3.507847716,2658276,26.77410711,299,146,445,1450,1720,3170,4,0.47535,0.485498,0.000345,No
18065,again,1132,8.064790919,978,3.934288614,3.924470772,1107096,31.72921509,328,201,529,817,993,1810,4,0.475401,0.486564,0.000288,Yes
1579,together,1871,7.562303851,1587,3.450197564,3.43421077,2969277,26.09144232,359,218,577,1062,1714,2776,4,0.479045,0.489536,0.000262,No
7285,much,2124,7.435475795,1875,3.283434346,3.264516909,3982500,24.4138966,283,280,563,1839,1572,3411,4,0.475732,0.488292,0.000267,No
12566,every,1349,7.889413321,1182,3.744835086,3.732955033,1594518,29.54455181,348,302,650,979,1173,2152,4,0.417003,0.439792,0.000231,No
8967,land,1846,7.575755762,1319,3.635169131,3.621901772,2434874,27.53915349,275,275,550,1505,1543,3048,4,0.479848,0.491184,0.000272,No
15453,central,1590,7.725042882,1275,3.669096827,3.656275235,2027250,28.34393032,206,285,491,1434,1268,2702,4,0.473625,0.486841,0.000303,No
17397,army,1410,7.845187194,947,3.966499191,3.956994352,1335270,31.11792866,187,232,419,1101,1115,2216,4,0.478103,0.489123,0.000355,No
2558,still,1778,7.613287761,1624,3.427150763,3.410787944,2887472,26.09188496,230,281,511,1573,1121,2694,4,0.478618,0.490418,0.000286,No
3572,set,1557,7.746016006,1224,3.709918821,3.697613667,1905768,28.73709057,253,160,413,1354,1466,2820,4,0.476039,0.48625,0.000351,No
17373,art,1018,8.17093698,678,4.300650996,4.293858112,690204,35.14034826,208,191,399,867,800,1667,4,0.476268,0.487015,0.000363,No
12118,fire,809,8.40073326,559,4.493648811,4.488053297,452231,37.74994503,166,213,379,713,622,1335,4,0.477177,0.488085,0.000378,No
12989,either,888,8.307560434,824,4.105627754,4.097363867,731712,34.10775069,189,294,483,732,691,1423,4,0.479239,0.491113,0.000294,No
13301,down,1467,7.805557399,1230,3.705028836,3.692662938,1804410,28.91981524,236,250,486,976,1278,2254,4,0.479899,0.490756,0.000288,Yes
5686,place,2447,7.293914114,2028,3.204992919,3.184515078,4962516,23.37694309,227,227,454,1987,2245,4232,4,0.48025,0.490583,0.000308,No
15198,christian,936,8.254916701,694,4.277326324,4.270372339,649584,35.3089725,219,216,435,801,587,1388,4,0.468896,0.482034,0.00032,No
3819,science,1164,8.036055811,856,4.067527908,4.05894132,996384,32.68688128,175,202,377,823,997,1820,4,0.477807,0.488334,0.000368,No
429,what,2527,7.26174407,2003,3.217396949,3.197174241,5061581,23.36391321,359,216,575,2024,2122,4146,4,0.470687,0.483348,0.000241,Yes
12240,female,721,8.51589304,580,4.456770181,4.45096347,418180,37.95337816,130,232,362,639,439,1078,4,0.476243,0.487752,0.000377,No
5663,plant,910,8.283087578,540,4.528229145,4.522824675,491400,37.50771858,183,182,365,747,655,1402,4,0.475325,0.486151,0.000371,No
3026,software,794,8.419448716,428,4.760675089,4.756396032,339832,40.08225976,172,178,350,603,553,1156,4,0.476422,0.486874,0.000386,No
3420,short,1282,7.94035554,1126,3.793371476,3.782057943,1443532,30.12071821,199,254,453,1136,913,2049,4,0.477319,0.488968,0.000297,No
238,won,2178,7.410369874,1521,3.492674992,3.477358597,3312738,25.88201354,259,166,425,1785,2026,3811,4,0.474511,0.485254,0.000313,Yes
7879,me,530,8.823655171,355,4.947680495,4.944134285,188150,43.65662658,131,182,313,446,471,917,4,0.474081,0.48525,0.000421,Yes
6195,party,1645,7.691036514,827,4.101993589,4.093699453,1360415,31.54858248,169,286,455,1143,1310,2453,4,0.481932,0.492888,0.000288,No
14996,club,1238,7.975279724,697,4.273012873,4.26602868,862886,34.07847293,151,194,345,1062,936,1998,4,0.476524,0.487268,0.000379,No
2471,street,558,8.772173215,388,4.858792945,4.854915514,216504,42.62217333,152,151,303,427,431,858,4,0.474207,0.484771,0.000431,No
7721,metal,1204,8.003127551,705,4.261600481,4.254535725,848820,34.10613223,161,232,393,1112,944,2056,4,0.47678,0.488151,0.000331,No
14273,creek,339,9.27053207,154,5.782845682,5.781314541,52206,53.61005635,112,151,263,240,275,515,4,0.471587,0.482818,0.000492,No
11415,get,1958,7.516853354,1590,3.448308989,3.432291712,3113220,25.92043299,142,291,433,1764,1618,3382,4,0.476268,0.488907,0.000298,No
1745,third,1414,7.842354331,1272,3.67145254,3.658661335,1798608,28.79283173,137,272,409,1334,1076,2410,4,0.466175,0.481025,0.000315,No
8911,last,1676,7.672366896,1477,3.522030002,3.507160289,2475452,27.02230639,150,413,563,1569,1283,2852,4,0.476831,0.49163,0.000228,No
15251,chinese,935,8.255985648,550,4.509880006,4.504374991,514250,37.2335046,169,255,424,749,589,1338,4,0.473095,0.485883,0.000302,No
2659,star,966,8.223368343,577,4.461956018,4.456179481,557382,36.69230786,231,199,430,809,715,1524,4,0.478773,0.488977,0.000297,No
7310,mountain,942,8.248526903,638,4.361460001,4.355069754,600996,35.97562015,177,188,365,667,729,1396,4,0.474765,0.485869,0.000349,No
5955,period,1249,7.966433667,951,3.962284222,3.952739001,1187799,31.56527442,151,172,323,947,1083,2030,4,0.477627,0.487639,0.000393,No
3582,service,895,8.299708459,637,4.363028629,4.356648446,570115,36.21186562,190,186,376,701,677,1378,4,0.477833,0.488076,0.000336,No
5050,public,1148,8.0507556,937,3.977115002,3.967711111,1075676,32.01878088,208,234,442,1008,732,1740,4,0.476371,0.487921,0.000281,No
17181,australia,1670,7.675953272,1095,3.821288642,3.810288581,1828650,29.33203305,174,316,490,1474,1455,2929,4,0.482508,0.493864,0.000253,No
5639,play,1881,7.556973348,1357,3.606766624,3.593114123,2552517,27.25623925,183,253,436,1651,1635,3286,4,0.480211,0.491038,0.000281,No
16636,best,2394,7.315811291,1935,3.251935679,3.232406609,4632390,23.79054776,218,291,509,2158,1843,4001,4,0.47836,0.490432,0.00024,No
2978,something,1460,7.810340463,1116,3.802292141,3.79107974,1629360,29.69719616,251,218,469,1155,1276,2431,4,0.477563,0.488461,0.00026,No
8028,mary,626,8.657181806,394,4.843447375,4.839509711,246644,41.93060449,179,187,366,538,498,1036,4,0.473878,0.485189,0.000332,No
16881,bass,658,8.607327246,418,4.784316852,4.780138217,275044,41.18018079,167,130,297,454,452,906,4,0.472994,0.483452,0.000409,No
11919,football,3843,6.842523587,2390,3.040749639,3.016570135,9184770,20.80640113,226,151,377,2325,2140,4465,4,0.471649,0.482851,0.000321,No
239,women,1069,8.122053266,703,4.264441392,4.257396778,751507,34.63602014,217,202,419,875,838,1713,4,0.477897,0.488395,0.000288,No
16774,began,1585,7.728192491,1370,3.597232265,3.583447971,2171450,27.80010338,355,92,447,1142,1174,2316,4,0.470101,0.480583,0.000269,No
12098,fish,682,8.57150252,376,4.890209141,4.886452167,256432,41.91643997,154,151,305,548,541,1089,4,0.475987,0.486043,0.000393,No
17075,back,1731,7.640077622,1471,3.526100564,3.511291746,2546301,26.93968201,277,189,466,1240,1613,2853,4,0.477717,0.488043,0.000255,No
3043,society,738,8.491234256,527,4.550702001,4.545418171,388926,38.64107672,171,160,331,547,616,1163,4,0.477306,0.487203,0.000359,No
11771,free,996,8.19278492,774,4.168226411,4.160466535,770904,34.14938248,193,205,398,878,787,1665,4,0.476639,0.487541,0.000298,No
955,valley,821,8.386009068,555,4.50083017,4.495274879,455655,37.74400262,135,160,295,565,664,1229,4,0.474676,0.485264,0.0004,No
156,written,2168,7.414971815,1743,3.356435239,3.33886208,3778824,24.88787269,231,154,385,1833,1990,3823,4,0.474638,0.485137,0.000306,No
4611,region,7085,6.230797025,6329,2.066900759,2.001531243,44840965,12.8784391,240,214,454,6365,4697,11062,4,0.478451,0.489033,0.000258,No
16803,become,1627,7.70203907,1438,3.548789746,3.534315789,2339626,27.33291727,115,254,369,1507,1321,2828,4,0.472969,0.48578,0.000317,No
17950,alexander,418,9.061050745,338,4.996752389,4.993376765,141284,45.27582695,155,107,262,327,306,633,4,0.468871,0.479945,0.000445,No
1351,tree,625,8.658780528,377,4.887553097,4.883786086,235625,42.32024958,143,145,288,560,486,1046,4,0.475732,0.485752,0.000393,No
10024,important,2700,7.195525125,2340,3.061892076,3.038224667,6318000,22.03192136,167,452,619,2577,1866,4443,4,0.479886,0.494573,0.000182,No
