Id,Label,timeset,tf,ntf,df,idf,nidf,tdf,tf-idf,stopword,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
207,workbench,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.328619,0.333504,0
208,work,,2651,7.213839971,2076,3.18160004,3.160632157,5503476,22.95155354,0,353,279,632,2184,2315,4499,4,0.481683,0.492601,0.000781
209,wore,,84,10.66571538,76,6.489064944,6.488314678,6384,69.21051976,0,22,27,49,55,65,120,4,0.425367,0.442482,0.000005
210,wordsworth,,18,12.20616042,10,8.517213191,8.517123189,180,103.9624705,0,8,14,22,17,16,33,4,0.390862,0.407869,0.000001
211,word,,3046,7.074947644,2030,3.204007212,3.183508957,6183380,22.66818328,0,190,782,972,2909,2008,4917,4,0.488389,0.506793,0.001473
212,worcestershire,,42,11.35886256,31,7.38581108,7.385511041,1302,83.89441294,0,14,19,33,25,34,59,4,0.450453,0.463795,0.000007
213,worcester,,44,11.31234254,25,7.600922459,7.600682435,1100,85.98423851,0,11,25,36,39,40,79,4,0.429172,0.445735,0
214,wop,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,0,1,1,0,1,1,5,0.31333,0.317655,0
215,wooster,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,1,0,1,2,0,2,0,0,0,0
216,woolworth,,12,12.61162553,6,9.028038815,9.027988815,72,113.8582448,0,5,3,8,8,3,11,5,0.325175,0.32866,0
217,wool,,99,10.50141233,69,6.58569178,6.585011562,6831,69.15906484,0,42,39,81,86,83,169,4,0.451599,0.465143,0.000063
218,woody,,71,10.8338523,57,6.776747016,6.776186871,4047,73.41827625,0,41,29,70,60,48,108,4,0.429121,0.445707,0.000027
219,woodwork,,3,13.99791989,3,9.721185996,9.721165996,9,136.0763828,0,2,3,5,2,3,5,4,0.387247,0.403733,0
220,woodwind,,22,12.00548972,17,7.98658494,7.986424931,374,95.88286343,0,10,7,17,19,18,37,4,0.435736,0.451176,0
221,woodward,,27,11.80069531,17,7.98658494,7.986424931,459,94.24725546,0,16,12,28,19,19,38,4,0.428313,0.444665,0.000001
222,woodstock,,48,11.22533117,23,7.684304068,7.684084048,1104,86.25885795,0,23,22,45,42,43,85,4,0.43452,0.450378,0.000001
223,woodside,,34,11.57017165,7,8.873888135,8.873828135,238,102.672409,0,23,20,43,28,27,55,5,0.375309,0.390816,0
224,woodrow,,22,12.00548972,17,7.98658494,7.986424931,374,95.88286343,0,13,1,14,21,22,43,5,0.310783,0.315618,0
225,woodlawn,,4,13.71023782,2,10.1266511,10.1266411,8,138.8387949,0,1,3,4,2,4,6,5,0.347663,0.357032,0
226,woodland,,28,11.76432767,23,7.684304068,7.684084048,644,90.40067095,0,16,11,27,24,15,39,5,0.389217,0.40627,0
227,wooden,,151,10.07925234,127,5.975611198,5.974350429,19177,60.22969315,0,52,55,107,131,83,214,4,0.436421,0.452669,0.000016
228,woodcut,,4,13.71023782,4,9.433503923,9.433473923,16,129.3355822,0,3,2,5,3,2,5,5,0.395557,0.412641,0
229,woodchuck,,6,13.30477271,2,10.1266511,10.1266411,12,134.7327912,0,1,4,5,5,5,10,5,0.358555,0.371001,0
230,woodbury,,7,13.15062203,5,9.210360372,9.210320372,35,121.121968,0,5,4,9,6,6,12,5,0.351818,0.362073,0
231,woodard,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,2,1,3,2,1,3,5,0.313855,0.318215,0
232,wood,,473,8.937436789,340,4.990852667,4.987456976,160820,44.60543023,0,132,135,267,405,384,789,4,0.473448,0.483874,0.000191
233,woo,,8,13.01709064,7,8.873888135,8.873828135,56,115.5122061,0,4,4,8,7,5,12,4,0.387526,0.404015,0
234,wong,,15,12.38848198,7,8.873888135,8.873828135,105,109.9340032,0,9,4,13,11,4,15,4,0.391258,0.408367,0.000003
235,wonderland,,17,12.26331883,14,8.180740955,8.180610949,238,100.3230346,0,4,12,16,17,14,31,4,0.436668,0.452073,0
236,wonderful,,42,11.35886256,39,7.156236638,7.155856573,1638,81.28670841,0,21,21,42,39,31,70,4,0.432255,0.448383,0.000001
237,wonder,,50,11.18450917,40,7.13091883,7.130528762,2000,79.75582706,0,17,24,41,33,43,76,4,0.442216,0.457068,0.000005
238,won,,2178,7.410369874,1521,3.492674992,3.477358597,3312738,25.88201354,1,259,166,425,1785,2026,3811,4,0.474511,0.485254,0.000313
239,women,,1069,8.122053266,703,4.264441392,4.257396778,751507,34.63602014,0,217,202,419,875,838,1713,4,0.477897,0.488395,0.000288
240,wombat,,12,12.61162553,6,9.028038815,9.027988815,72,113.8582448,0,6,7,13,10,8,18,4,0.390475,0.407339,0.000052
241,womb,,35,11.54118412,26,7.561701746,7.56145172,910,87.27099208,0,8,22,30,32,34,66,4,0.459537,0.471175,0.000006
242,woman,,647,8.624185883,495,4.615240522,4.610288379,320265,39.80269215,0,102,153,255,586,499,1085,4,0.475834,0.485996,0.000233
243,wolverine,,6,13.30477271,4,9.433503923,9.433473923,24,125.5106255,0,3,4,7,5,4,9,4,0.427663,0.443947,0
244,wolfgang,,74,10.79246708,69,6.58569178,6.585011562,5106,71.07586176,0,22,8,30,55,51,106,5,0.323658,0.327422,0.000002
245,wolff,,8,13.01709064,8,8.740356743,8.740286741,64,113.7740159,0,4,4,8,7,4,11,5,0.362361,0.375302,0
246,wolfe,,11,12.6986369,7,8.873888135,8.873828135,77,112.6862834,0,6,7,13,11,7,18,5,0.366771,0.380644,0
247,wolf,,130,10.22899773,90,6.319988614,6.319098235,11700,64.64714917,0,45,56,101,101,101,202,4,0.463448,0.474856,0.000027
248,wold,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,0,1,1,0,1,0,0,0,0
249,wolcott,,7,13.15062203,3,9.721185996,9.721165996,21,127.8396427,0,2,4,6,2,4,6,5,0.340136,0.347107,0
250,woke,,11,12.6986369,11,8.421903011,8.421803008,121,106.9466884,0,7,4,11,8,11,19,5,0.343194,0.351131,0
251,wok,,11,12.6986369,5,9.210360372,9.210320372,55,116.9590221,0,5,5,10,10,9,19,4,0.425337,0.441834,0
252,woeful,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.325283,0.329025,0
253,woe,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,2,2,4,2,2,4,4,0.422432,0.439107,0
254,wobble,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,1,2,3,1,2,3,5,0.398085,0.415852,0
255,wizard,,67,10.89183956,44,7.03560865,7.035178566,2948,76.63072061,0,17,29,46,60,60,120,4,0.461233,0.47264,0.000001
256,witty,,13,12.53158282,10,8.517213191,8.517123189,130,106.7341625,0,10,4,14,11,4,15,5,0.384462,0.400707,0.000022
257,wittgenstein,,31,11.66254497,13,8.254848927,8.254728922,403,96.27254685,0,13,17,30,25,24,49,4,0.445994,0.460115,0.000007
258,witt,,5,13.48709426,3,9.721185996,9.721165996,15,131.1105519,0,2,4,6,4,5,9,5,0.349161,0.359054,0
259,witness,,32,11.63079627,26,7.561701746,7.56145172,832,87.9486125,0,13,20,33,29,24,53,4,0.448484,0.462242,0.000011
260,withstood,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.329112,0.333417,0
261,withstand,,15,12.38848198,14,8.180740955,8.180610949,210,101.3469619,0,4,9,13,15,13,28,4,0.418074,0.435567,0
262,without,,1229,7.982576068,1101,3.815824147,3.804763423,1353129,30.46010652,0,459,223,682,813,753,1566,4,0.460515,0.475692,0.000333
263,within,,832,8.372699737,769,4.174707315,4.166997826,639808,34.95357083,0,259,124,383,443,724,1167,4,0.466358,0.478358,0.000142
264,withhold,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.398076,0.415824,0
265,wither,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.384237,0.400402,0
266,withdrew,,40,11.40765272,33,7.323290723,7.322970678,1320,83.54155736,0,22,13,35,27,37,64,4,0.426717,0.443383,0.000001
267,withdrawn,,42,11.35886256,38,7.182212124,7.181842063,1596,81.58176039,0,10,17,27,39,40,79,4,0.451576,0.464697,0.000002
268,withdrawal,,26,11.83843564,23,7.684304068,7.684084048,598,90.97013915,0,12,11,23,19,24,43,5,0.394985,0.412335,0
269,withdraw,,28,11.76432767,24,7.641744454,7.641514432,672,89.8999857,0,9,16,25,24,22,46,4,0.441062,0.455932,0.000002
270,with,,22533,5.073795997,13996,1.273271431,1.122509933,315371868,6.460319488,1,2569,2515,5084,12792,17922,30714,4,0.526845,0.564217,0.015772
271,witchcraft,,52,11.14528846,36,7.236279346,7.235929291,1872,80.65042068,0,17,26,43,45,43,88,4,0.442062,0.45697,0.000002
272,witch,,98,10.5115647,59,6.74226084,6.741680684,5782,70.87171104,0,24,36,60,89,63,152,4,0.449643,0.46349,0.000058
273,wit,,12,12.61162553,8,8.740356743,8.740286741,96,110.2301062,0,8,9,17,10,11,21,4,0.416925,0.434116,0.000005
274,wistful,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.310316,0.314972,0
275,wisp,,6,13.30477271,4,9.433503923,9.433473923,24,125.5106255,0,2,5,7,5,5,10,4,0.390647,0.4077,0
276,wishbone,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,0,0,0,0,0,0,0,0,0,0
277,wish,,75,10.77904406,67,6.615105665,6.61444546,5025,71.30451545,0,29,26,55,69,71,140,4,0.45027,0.46381,0.000002
278,wise,,60,11.00218762,50,6.907775279,6.907285168,3000,76.00063962,0,29,30,59,54,53,107,4,0.443808,0.458533,0.000007
279,wisdom,,70,10.84803694,55,6.812465099,6.811924964,3850,73.90187301,0,29,35,64,60,58,118,4,0.465783,0.47626,0.000045
280,wisconsin,,263,9.524378145,146,5.836191663,5.834740639,38398,55.58609632,0,66,84,150,227,179,406,4,0.46696,0.478067,0.000099
281,wire,,149,10.09258587,98,6.234830806,6.233860354,14602,62.9255653,0,40,54,94,111,128,239,4,0.464151,0.475349,0.000014
282,wipe,,6,13.30477271,6,9.028038815,9.027988815,36,120.1160044,0,3,5,8,4,6,10,5,0.400447,0.418222,0
283,winthrop,,9,12.8993076,9,8.622573707,8.622493705,81,111.2252305,0,5,4,9,9,6,15,4,0.399393,0.417033,0.000002
284,wintertime,,3,13.99791989,3,9.721185996,9.721165996,9,136.0763828,0,2,2,4,3,2,5,5,0.323327,0.326518,0
285,wintergreen,,2,14.403385,1,10.81979828,10.81979828,2,155.8417203,0,1,2,3,2,2,4,5,0.303073,0.308638,0.000001
286,winter,,644,8.628833451,423,4.772426105,4.768197261,272412,41.18047002,0,109,136,245,591,366,957,4,0.472214,0.483001,0.000081
287,winston,,43,11.33533206,33,7.323290723,7.322970678,1419,83.01193213,0,28,18,46,41,36,77,4,0.418113,0.435379,0.00002
288,winslow,,8,13.01709064,4,9.433503923,9.433473923,32,122.7967756,0,6,6,12,7,6,13,4,0.405811,0.423394,0
289,winnipeg,,51,11.16470654,30,7.418600903,7.418310866,1530,82.82650205,0,17,15,32,43,33,76,4,0.419348,0.436576,0.000002
290,winnie,,8,13.01709064,5,9.210360372,9.210320372,40,119.8920957,0,6,4,10,7,7,14,4,0.406452,0.423948,0
291,winnetka,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.320201,0.323386,0
292,winkle,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,2,2,4,2,2,4,5,0.385623,0.401942,0.000001
293,wink,,3,13.99791989,3,9.721185996,9.721165996,9,136.0763828,0,2,3,5,2,3,5,5,0.322125,0.326063,0
294,winifred,,4,13.71023782,4,9.433503923,9.433473923,16,129.3355822,0,3,2,5,3,3,6,5,0.384304,0.400496,0
295,wingtip,,4,13.71023782,2,10.1266511,10.1266411,8,138.8387949,0,4,3,7,4,3,7,4,0.395795,0.412925,0
296,wingspan,,32,11.63079627,27,7.523961418,7.52370139,864,87.50966243,0,4,8,12,23,31,54,4,0.440887,0.455636,0
297,wing,,139,10.16205824,100,6.214628098,6.213637628,13900,63.1534127,0,49,54,103,118,110,228,4,0.466456,0.477114,0.000064
298,winfield,,14,12.45747485,12,8.334891634,8.334781631,168,103.8317029,0,7,7,14,13,14,27,5,0.34697,0.356253,0.000002
299,winery,,6,13.30477271,4,9.433503923,9.433473923,24,125.5106255,0,3,4,7,5,6,11,4,0.390905,0.407761,0
300,wine,,281,9.458177508,148,5.82258601,5.821114958,41588,55.07105204,0,97,78,175,228,219,447,4,0.467944,0.478691,0.000102
301,windy,,9,12.8993076,6,9.028038815,9.027988815,54,116.4554497,0,7,5,12,8,7,15,5,0.396431,0.413608,0
302,windward,,12,12.61162553,10,8.517213191,8.517123189,120,107.4159033,0,2,2,4,11,3,14,5,0.319067,0.322469,0
303,windswept,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.316553,0.320315,0
304,windstorm,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.332161,0.339406,0
305,windsor,,96,10.53218399,49,6.927977986,6.92749788,4704,72.9667388,0,45,45,90,84,87,171,4,0.441062,0.456486,0.000039
306,windshield,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.375317,0.391855,0
307,window,,110,10.39605181,85,6.377147028,6.376306692,9350,66.29715091,0,47,39,86,99,74,173,4,0.453086,0.46634,0.00003
308,windmill,,29,11.72923635,11,8.421903011,8.421803008,319,98.78249092,0,12,16,28,19,21,40,4,0.451346,0.464486,0
309,wind,,551,8.784797368,283,5.174351387,5.171527459,155933,45.45562844,0,162,106,268,442,424,866,4,0.472944,0.482954,0.000086
310,winchester,,61,10.98565831,40,7.13091883,7.130528762,2440,78.33783773,0,25,31,56,49,57,106,4,0.443453,0.458242,0.000005
311,winch,,3,13.99791989,3,9.721185996,9.721165996,9,136.0763828,0,1,2,3,3,3,6,5,0.348537,0.358145,0
312,win,,427,9.039748164,361,4.930920326,4.927313903,154147,44.57427796,0,52,98,150,395,396,791,4,0.474144,0.483715,0.000023
313,wily,,4,13.71023782,2,10.1266511,10.1266411,8,138.8387949,0,3,4,7,3,4,7,4,0.389823,0.406587,0
314,wilt,,9,12.8993076,8,8.740356743,8.740286741,72,112.7445502,0,5,5,10,8,9,17,5,0.365902,0.379688,0
315,wilson,,181,9.898035146,120,6.032306541,6.031115857,21720,59.70798216,0,85,73,158,146,136,282,4,0.450899,0.465199,0.000149
316,wilmington,,56,11.07118049,21,7.775275846,7.77507583,1176,86.08148223,0,28,26,54,51,41,92,4,0.418695,0.436215,0.000005
317,wilma,,24,11.91847835,11,8.421903011,8.421803008,264,100.3762687,0,10,13,23,22,21,43,4,0.43062,0.446848,0.000001
318,willow,,20,12.1007999,18,7.929426526,7.929256515,360,95.95240375,0,11,14,25,17,16,33,4,0.417425,0.434652,0.000055
319,willis,,32,11.63079627,23,7.684304068,7.684084048,736,89.37457513,0,14,17,31,30,26,56,4,0.432055,0.448087,0.000003
320,willie,,55,11.08919899,36,7.236279346,7.235929291,1980,80.24454163,0,27,20,47,33,43,76,4,0.429411,0.445815,0.000057
321,williamson,,9,12.8993076,6,9.028038815,9.027988815,54,116.4554497,0,7,8,15,9,8,17,4,0.399033,0.41638,0
322,williamsburg,,17,12.26331883,11,8.421903011,8.421803008,187,103.2804818,0,11,7,18,15,16,31,4,0.391448,0.408404,0.000001
323,william,,1236,7.976896539,938,3.976048335,3.96663435,1159368,31.71652621,0,366,279,645,1009,927,1936,4,0.470462,0.484405,0.00129
324,willful,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,0,1,1,0,1,1,5,0.320902,0.324877,0
325,willard,,14,12.45747485,12,8.334891634,8.334781631,168,103.8317029,0,10,11,21,12,11,23,5,0.369997,0.38445,0.000078
326,willa,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.280786,0.287068,0
327,will,,3340,6.982806091,2218,3.115437116,3.093018122,7408120,21.75449327,1,751,500,1251,2586,3081,5667,4,0.480341,0.495798,0.001566
328,wilkinson,,4,13.71023782,3,9.721185996,9.721165996,12,133.2797719,0,3,2,5,3,3,6,5,0.341405,0.348488,0
329,wilkins,,5,13.48709426,5,9.210360372,9.210320372,25,124.2209985,0,4,5,9,5,5,10,5,0.387323,0.403871,0
330,wilkie,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,1,2,3,1,2,3,5,0.321233,0.324958,0
331,wilkes,,25,11.87765635,19,7.875359305,7.875179292,475,93.54081148,0,11,8,19,25,24,49,4,0.40014,0.417516,0.000001
332,wilhelmina,,16,12.32394346,13,8.254848927,8.254728922,208,101.7322914,0,10,10,20,15,12,27,4,0.426123,0.442754,0.000001
333,wilhelm,,147,10.10609959,115,6.074866156,6.073725528,16905,61.39320237,0,54,38,92,122,86,208,4,0.445971,0.4605,0.000045
334,wilfred,,7,13.15062203,7,8.873888135,8.873828135,49,116.6971488,0,5,4,9,5,6,11,5,0.398398,0.416194,0.000012
335,wiley,,8,13.01709064,7,8.873888135,8.873828135,56,115.5122061,0,4,4,8,6,4,10,5,0.386328,0.402777,0.000001
336,wile,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.285404,0.291667,0
337,wildlife,,74,10.79246708,65,6.645411014,6.644770822,4810,71.72037963,0,19,28,47,50,55,105,4,0.443509,0.458218,0.000003
338,wildflower,,4,13.71023782,4,9.433503923,9.433473923,16,129.3355822,0,2,3,5,2,3,5,5,0.353176,0.363722,0
339,wildfire,,3,13.99791989,2,10.1266511,10.1266411,6,141.7520509,0,2,2,4,2,2,4,5,0.339596,0.346547,0
340,wilderness,,26,11.83843564,20,7.824066011,7.823875996,520,92.62470191,0,8,16,24,22,21,43,4,0.442668,0.457303,0.000001
341,wildebeest,,8,13.01709064,2,10.1266511,10.1266411,16,131.8195353,0,7,7,14,7,8,15,5,0.399204,0.41657,0
342,wildcat,,17,12.26331883,11,8.421903011,8.421803008,187,103.2804818,0,8,8,16,14,10,24,4,0.430327,0.446393,0.000007
343,wild,,392,9.125270338,286,5.163806473,5.160952462,112112,47.12113004,0,104,114,218,331,255,586,4,0.460586,0.473687,0.000221
344,wilcox,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.345599,0.354479,0
345,wilbur,,11,12.6986369,11,8.421903011,8.421803008,121,106.9466884,0,8,4,12,9,7,16,5,0.384462,0.400712,0
346,wightman,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.328546,0.33268,0
347,wiggly,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.323569,0.326815,0
348,wiggle,,4,13.71023782,4,9.433503923,9.433473923,16,129.3355822,0,3,3,6,3,3,6,5,0.335051,0.340751,0
349,wiggins,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,0,1,1,0,1,1,5,0.378604,0.394393,0
350,wig,,4,13.71023782,4,9.433503923,9.433473923,16,129.3355822,0,4,4,8,4,4,8,5,0.36155,0.374304,0
351,wife,,816,8.392117822,676,4.303605208,4.29683246,551616,36.11636197,0,112,202,314,752,676,1428,4,0.47441,0.485874,0.000298
352,wiener,,27,11.80069531,16,8.047209562,8.047059554,432,94.96266815,0,12,7,19,17,7,24,4,0.413352,0.430764,0.000006
353,wield,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.314851,0.318997,0
354,width,,93,10.56393268,78,6.463089458,6.462319176,7254,68.27564196,0,31,32,63,79,88,167,4,0.464941,0.475551,0.000049
355,widow,,54,11.10754813,50,6.907775279,6.907285168,2700,76.72844639,0,18,26,44,49,47,96,4,0.420122,0.437464,0.000006
356,widget,,4,13.71023782,4,9.433503923,9.433473923,16,129.3355822,0,3,3,6,3,4,7,5,0.355219,0.366961,0
357,widespread,,82,10.68981293,80,6.43777165,6.436981353,6560,68.81857462,0,30,37,67,74,68,142,4,0.440406,0.455777,0.000013
358,widen,,6,13.30477271,5,9.210360372,9.210320372,30,122.5417513,0,4,6,10,4,6,10,4,0.43348,0.449162,0
359,wide,,535,8.81426543,485,4.635649393,4.63079774,259475,40.85984419,0,71,125,196,427,452,879,4,0.451197,0.466401,0.00004
360,wicket,,4,13.71023782,4,9.433503923,9.433473923,16,129.3355822,0,4,2,6,4,2,6,5,0.319907,0.323351,0
361,wick,,5,13.48709426,3,9.721185996,9.721165996,15,131.1105519,0,4,3,7,5,4,9,5,0.346848,0.356056,0
362,wichita,,41,11.38296011,14,8.180740955,8.180610949,574,93.12104796,0,20,20,40,33,32,65,4,0.434892,0.450796,0.000002
363,wi,,3,13.99791989,3,9.721185996,9.721165996,9,136.0763828,0,2,3,5,3,3,6,4,0.406462,0.424014,0
364,why,,457,8.971848786,416,4.789113024,4.784954472,190112,42.96719787,1,69,92,161,371,394,765,4,0.460945,0.473546,0.000084
365,whose,,426,9.042092831,397,4.835862004,4.831894221,169122,43.72631315,0,178,165,343,271,272,543,5,0.379814,0.398552,0.000126
366,whorl,,9,12.8993076,2,10.1266511,10.1266411,18,130.6267875,0,5,6,11,7,7,14,5,0.394739,0.411969,0
367,whore,,3,13.99791989,2,10.1266511,10.1266411,6,141.7520509,0,1,3,4,1,3,4,5,0.396378,0.413561,0
368,whomever,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,2,2,4,2,2,4,5,0.326263,0.331761,0
369,whom,,199,9.803227353,191,5.567524856,5.565623087,38009,54.57971196,1,36,46,82,171,174,345,4,0.459204,0.47133,0.00001
370,wholly,,17,12.26331883,16,8.047209562,8.047059554,272,98.68549658,0,8,4,12,15,6,21,5,0.361594,0.374567,0
371,wholesome,,5,13.48709426,5,9.210360372,9.210320372,25,124.2209985,0,4,3,7,4,3,7,5,0.362361,0.375388,0.000053
372,wholesale,,14,12.45747485,11,8.421903011,8.421803008,154,104.9156449,0,9,5,14,12,6,18,5,0.331887,0.336841,0
373,whole,,540,8.804963038,498,4.609198207,4.604215916,268920,40.58381985,0,57,198,255,511,435,946,4,0.469355,0.481992,0.000044
374,whoever,,25,11.83843564,24,7.600922459,7.600682435,600,89.98303133,0,18,6,24,20,9,29,4,0.406229,0.423845,0
375,whoa,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,1,1,2,1,1,2,5,0.315489,0.319354,0
376,who,,8877,6.005313236,6362,2.061700212,1.995978348,56475474,12.38115557,1,1278,452,1730,5899,5959,11858,4,0.481239,0.495517,0.0031
377,whittier,,35,11.54118412,10,8.517213191,8.517123189,350,98.29872559,0,18,15,33,27,31,58,4,0.432498,0.448566,0
378,whittaker,,5,13.48709426,3,9.721185996,9.721165996,15,131.1105519,0,3,1,4,5,1,6,5,0.398076,0.415824,0
379,whitney,,22,12.00548972,19,7.875359305,7.875179292,418,94.54754521,0,13,15,28,19,21,40,4,0.419318,0.436543,0.000001
380,whitman,,8,13.01709064,7,8.873888135,8.873828135,56,115.5122061,0,5,6,11,6,7,13,4,0.424513,0.441294,0.000003
381,whitlock,,10,12.79394708,4,9.433503923,9.433473923,40,120.69175,0,3,8,11,6,8,14,4,0.400483,0.418188,0
382,whitish,,6,13.30477271,6,9.028038815,9.027988815,36,120.1160044,0,5,3,8,6,3,9,5,0.38467,0.400914,0
383,whither,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,0,0,0,0,0,0,0,0,0,0
384,whitewash,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,2,2,4,2,2,4,5,0.41003,0.427626,0
385,whitehorse,,3,13.99791989,3,9.721185996,9.721165996,9,136.0763828,0,3,3,6,3,3,6,5,0.398738,0.416528,0
386,whitehead,,9,12.8993076,9,8.622573707,8.622493705,81,111.2252305,0,6,5,11,8,7,15,5,0.386051,0.402449,0
387,whitehall,,49,11.20471188,19,7.875359305,7.875179292,931,88.24113196,0,29,30,59,46,44,90,4,0.438675,0.454125,0.000001
388,white,,1568,7.738975976,1059,3.854717939,3.844081786,1660512,29.83156952,0,299,389,688,1377,1202,2579,4,0.481827,0.494756,0.000763
389,whitaker,,4,13.71023782,2,10.1266511,10.1266411,8,138.8387949,0,3,2,5,4,2,6,5,0.359747,0.371947,0
390,whit,,11,12.6986369,4,9.433503923,9.433473923,44,119.7926411,0,7,6,13,9,10,19,5,0.338172,0.344633,0.000001
391,whistle,,13,12.53158282,12,8.334891634,8.334781631,156,104.4493848,0,8,12,20,13,13,26,4,0.441754,0.456458,0
392,whisper,,6,13.30477271,6,9.028038815,9.027988815,36,120.1160044,0,3,6,9,4,6,10,4,0.432972,0.448735,0
393,whisk,,4,13.71023782,3,9.721185996,9.721165996,12,133.2797719,0,1,2,3,2,4,6,5,0.355219,0.366937,0
394,whirlwind,,2,14.403385,2,10.1266511,10.1266411,4,145.8580546,0,1,0,1,1,0,1,0,0,0,0
395,whirlpool,,3,13.99791989,3,9.721185996,9.721165996,9,136.0763828,0,2,2,4,2,2,4,5,0.378696,0.394514,0
396,whirl,,6,13.30477271,3,9.721185996,9.721165996,18,129.3381701,0,4,4,8,6,5,11,5,0.386034,0.402693,0
397,whipple,,3,13.99791989,2,10.1266511,10.1266411,6,141.7520509,0,2,3,5,3,3,6,4,0.412363,0.429586,0.000001
398,whiplash,,11,12.6986369,4,9.433503923,9.433473923,44,119.7926411,0,7,8,15,8,9,17,4,0.42937,0.445595,0.000018
399,whip,,15,12.38848198,12,8.334891634,8.334781631,180,103.2566548,0,8,12,20,13,13,26,4,0.432371,0.448454,0
400,whim,,1,15.09653218,1,10.81979828,10.81979828,1,163.341433,0,1,1,2,1,1,2,5,0.378607,0.394397,0
401,while,,2101,7.446363477,1901,3.269662942,3.25048051,3994001,24.34709871,1,780,299,1079,1364,1411,2775,4,0.481318,0.492733,0.000893
402,whig,,31,11.66254497,27,7.523961418,7.52370139,837,87.74853841,0,11,6,17,30,27,57,4,0.395592,0.41278,0
403,whichever,,6,13.30477271,6,9.028038815,9.027988815,36,120.1160044,0,4,2,6,5,3,8,5,0.328765,0.332562,0
404,which,,13849,5.560563871,9851,1.624470032,1.520776981,136426499,9.032969371,1,2556,680,3236,8727,9788,18515,4,0.485438,0.502836,0.006548
